total_amount,log_total_amount,items_quantity,log_items_quantity,avg_item_price,log_avg_item_price,max_item_price,log_max_item_price,unique_products,amount_per_item,price_spread,max_to_avg_price_ratio,transaction_hour,transaction_day_of_week,transaction_is_weekend,amount_low,amount_medium,amount_high,amount_very_high,items_single,items_few,items_many,hour_night,hour_morning,hour_afternoon,hour_evening,label
9.12,2.3145136638593193,1.0,0.6931471805599453,9.12,2.3145136638593193,9.12,2.3145136638593193,1.0,9.12,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
131.6,4.887337077751762,1.0,0.6931471805599453,131.6,4.887337077751762,131.6,4.887337077751762,1.0,131.6,0.0,1.0,11.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
286.05,5.659656416613646,1.0,0.6931471805599453,286.05,5.659656416613646,286.05,5.659656416613646,1.0,286.05,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
5.07,1.803358605071407,1.0,0.6931471805599453,5.07,1.803358605071407,5.07,1.803358605071407,1.0,5.07,0.0,1.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
56.55,4.0526541351678915,1.0,0.6931471805599453,56.55,4.0526541351678915,56.55,4.0526541351678915,1.0,56.55,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
73.2,4.3067641501733345,1.0,0.6931471805599453,73.2,4.3067641501733345,73.2,4.3067641501733345,1.0,73.2,0.0,1.0,17.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
7.27,2.1126345090356,1.0,0.6931471805599453,7.27,2.1126345090356,7.27,2.1126345090356,1.0,7.27,0.0,1.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
19.04,2.997730276216664,1.0,0.6931471805599453,19.04,2.997730276216664,19.04,2.997730276216664,1.0,19.04,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
9.93,2.391511302188447,1.0,0.6931471805599453,9.93,2.391511302188447,9.93,2.391511302188447,1.0,9.93,0.0,1.0,15.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
33.67,3.545874759696932,1.0,0.6931471805599453,33.67,3.545874759696932,33.67,3.545874759696932,1.0,33.67,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
1158.16,7.055450883854862,1.0,0.6931471805599453,1158.16,7.055450883854862,1158.16,7.055450883854862,1.0,1158.16,0.0,1.0,23.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
1.13,0.7561219797213337,1.0,0.6931471805599453,1.13,0.7561219797213337,1.13,0.7561219797213337,1.0,1.13,0.0,1.0,20.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
47.49,3.881357591117261,1.0,0.6931471805599453,47.49,3.881357591117261,47.49,3.881357591117261,1.0,47.49,0.0,1.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
20.01,3.044998514856909,1.0,0.6931471805599453,20.01,3.044998514856909,20.01,3.044998514856909,1.0,20.01,0.0,1.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
71.42,4.282482504337495,1.0,0.6931471805599453,71.42,4.282482504337495,71.42,4.282482504337495,1.0,71.42,0.0,1.0,10.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
1047.6,6.955211220138432,1.0,0.6931471805599453,1047.6,6.955211220138432,1047.6,6.955211220138432,1.0,1047.6,0.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
22.51,3.157425862551978,1.0,0.6931471805599453,22.51,3.157425862551978,22.51,3.157425862551978,1.0,22.51,0.0,1.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
4.63,1.728109442151599,1.0,0.6931471805599453,4.63,1.728109442151599,4.63,1.728109442151599,1.0,4.63,0.0,1.0,12.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
57.54,4.06971028126374,1.0,0.6931471805599453,57.54,4.06971028126374,57.54,4.06971028126374,1.0,57.54,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
210.4,5.353752073436137,1.0,0.6931471805599453,210.4,5.353752073436137,210.4,5.353752073436137,1.0,210.4,0.0,1.0,11.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
2.18,1.1568811967920856,1.0,0.6931471805599453,2.18,1.1568811967920856,2.18,1.1568811967920856,1.0,2.18,0.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
187.64,5.239840436789061,1.0,0.6931471805599453,187.64,5.239840436789061,187.64,5.239840436789061,1.0,187.64,0.0,1.0,17.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
5.17,1.8196988379172965,1.0,0.6931471805599453,5.17,1.8196988379172965,5.17,1.8196988379172965,1.0,5.17,0.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
49.52,3.9223692974822906,1.0,0.6931471805599453,49.52,3.9223692974822906,49.52,3.9223692974822906,1.0,49.52,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
155.39,5.052352887448124,1.0,0.6931471805599453,155.39,5.052352887448124,155.39,5.052352887448124,1.0,155.39,0.0,1.0,9.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
46.75,3.865979066926739,1.0,0.6931471805599453,46.75,3.865979066926739,46.75,3.865979066926739,1.0,46.75,0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
8.96,2.298577071596507,1.0,0.6931471805599453,8.96,2.298577071596507,8.96,2.298577071596507,1.0,8.96,0.0,1.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
7.98,2.194999882314108,1.0,0.6931471805599453,7.98,2.194999882314108,7.98,2.194999882314108,1.0,7.98,0.0,1.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
916.72,6.821892333201961,1.0,0.6931471805599453,916.72,6.821892333201961,916.72,6.821892333201961,1.0,916.72,0.0,1.0,23.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
837.53,6.731650358798553,1.0,0.6931471805599453,837.53,6.731650358798553,837.53,6.731650358798553,1.0,837.53,0.0,1.0,18.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
75.65,4.339249605317823,1.0,0.6931471805599453,75.65,4.339249605317823,75.65,4.339249605317823,1.0,75.65,0.0,1.0,22.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
77.74,4.366151285515591,1.0,0.6931471805599453,77.74,4.366151285515591,77.74,4.366151285515591,1.0,77.74,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
42.05,3.7623622308737397,1.0,0.6931471805599453,42.05,3.7623622308737397,42.05,3.7623622308737397,1.0,42.05,0.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
77.51,4.363226005210164,1.0,0.6931471805599453,77.51,4.363226005210164,77.51,4.363226005210164,1.0,77.51,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
33.5,3.5409593240373143,1.0,0.6931471805599453,33.5,3.5409593240373143,33.5,3.5409593240373143,1.0,33.5,0.0,1.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
13.7,2.6878474937846906,1.0,0.6931471805599453,13.7,2.6878474937846906,13.7,2.6878474937846906,1.0,13.7,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
1.83,1.0402767116551463,1.0,0.6931471805599453,1.83,1.0402767116551463,1.83,1.0402767116551463,1.0,1.83,0.0,1.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
53.89,4.005331182561798,1.0,0.6931471805599453,53.89,4.005331182561798,53.89,4.005331182561798,1.0,53.89,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
1110.98,7.013897489037274,1.0,0.6931471805599453,1110.98,7.013897489037274,1110.98,7.013897489037274,1.0,1110.98,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FRAUD_RISK
59.46,4.101981989351312,1.0,0.6931471805599453,59.46,4.101981989351312,59.46,4.101981989351312,1.0,59.46,0.0,1.0,21.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
11.34,2.5128460184772416,1.0,0.6931471805599453,11.34,2.5128460184772416,11.34,2.5128460184772416,1.0,11.34,0.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
878.33,6.779160253851397,1.0,0.6931471805599453,878.33,6.779160253851397,878.33,6.779160253851397,1.0,878.33,0.0,1.0,22.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
62.64,4.153242203469586,1.0,0.6931471805599453,62.64,4.153242203469586,62.64,4.153242203469586,1.0,62.64,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
895.25,6.79821939191383,1.0,0.6931471805599453,895.25,6.79821939191383,895.25,6.79821939191383,1.0,895.25,0.0,1.0,23.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
61.99,4.142975983633837,1.0,0.6931471805599453,61.99,4.142975983633837,61.99,4.142975983633837,1.0,61.99,0.0,1.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
66.63,4.214051671586849,1.0,0.6931471805599453,66.63,4.214051671586849,66.63,4.214051671586849,1.0,66.63,0.0,1.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
574.92,6.355968762161047,1.0,0.6931471805599453,574.92,6.355968762161047,574.92,6.355968762161047,1.0,574.92,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
44.36,3.8146306594194965,1.0,0.6931471805599453,44.36,3.8146306594194965,44.36,3.8146306594194965,1.0,44.36,0.0,1.0,22.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
49.08,3.913621726791843,1.0,0.6931471805599453,49.08,3.913621726791843,49.08,3.913621726791843,1.0,49.08,0.0,1.0,23.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
2.01,1.1019400787607843,1.0,0.6931471805599453,2.01,1.1019400787607843,2.01,1.1019400787607843,1.0,2.01,0.0,1.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
64.69,4.184946706904381,1.0,0.6931471805599453,64.69,4.184946706904381,64.69,4.184946706904381,1.0,64.69,0.0,1.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
78.26,4.372733587762289,1.0,0.6931471805599453,78.26,4.372733587762289,78.26,4.372733587762289,1.0,78.26,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
95.04,4.564764771353053,1.0,0.6931471805599453,95.04,4.564764771353053,95.04,4.564764771353053,1.0,95.04,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
23.3,3.190476350346503,1.0,0.6931471805599453,23.3,3.190476350346503,23.3,3.190476350346503,1.0,23.3,0.0,1.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
9.36,2.337952236831337,1.0,0.6931471805599453,9.36,2.337952236831337,9.36,2.337952236831337,1.0,9.36,0.0,1.0,16.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
178.01,5.1874416702021,1.0,0.6931471805599453,178.01,5.1874416702021,178.01,5.1874416702021,1.0,178.01,0.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
54.67,4.019441402195416,1.0,0.6931471805599453,54.67,4.019441402195416,54.67,4.019441402195416,1.0,54.67,0.0,1.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
184.58,5.223486055925033,1.0,0.6931471805599453,184.58,5.223486055925033,184.58,5.223486055925033,1.0,184.58,0.0,1.0,23.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
5.17,1.8196988379172965,1.0,0.6931471805599453,5.17,1.8196988379172965,5.17,1.8196988379172965,1.0,5.17,0.0,1.0,23.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
8.76,2.278292400425001,1.0,0.6931471805599453,8.76,2.278292400425001,8.76,2.278292400425001,1.0,8.76,0.0,1.0,23.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
37.88,3.6604799795922385,1.0,0.6931471805599453,37.88,3.6604799795922385,37.88,3.6604799795922385,1.0,37.88,0.0,1.0,17.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
47.09,3.873074255289571,1.0,0.6931471805599453,47.09,3.873074255289571,47.09,3.873074255289571,1.0,47.09,0.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
18.83,2.9871959425317045,1.0,0.6931471805599453,18.83,2.9871959425317045,18.83,2.9871959425317045,1.0,18.83,0.0,1.0,23.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
4.08,1.6253112615903906,1.0,0.6931471805599453,4.08,1.6253112615903906,4.08,1.6253112615903906,1.0,4.08,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
180.95,5.203731924058169,1.0,0.6931471805599453,180.95,5.203731924058169,180.95,5.203731924058169,1.0,180.95,0.0,1.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
789.22,6.6723113877050855,1.0,0.6931471805599453,789.22,6.6723113877050855,789.22,6.6723113877050855,1.0,789.22,0.0,1.0,22.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
5.26,1.8341801851120072,1.0,0.6931471805599453,5.26,1.8341801851120072,5.26,1.8341801851120072,1.0,5.26,0.0,1.0,19.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
7.83,2.178155014615869,1.0,0.6931471805599453,7.83,2.178155014615869,7.83,2.178155014615869,1.0,7.83,0.0,1.0,19.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
1.28,0.8241754429663495,1.0,0.6931471805599453,1.28,0.8241754429663495,1.28,0.8241754429663495,1.0,1.28,0.0,1.0,15.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
123.56,4.824787527525743,1.0,0.6931471805599453,123.56,4.824787527525743,123.56,4.824787527525743,1.0,123.56,0.0,1.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
59.17,4.09717388923226,1.0,0.6931471805599453,59.17,4.09717388923226,59.17,4.09717388923226,1.0,59.17,0.0,1.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
76.2,4.3463994570307305,1.0,0.6931471805599453,76.2,4.3463994570307305,76.2,4.3463994570307305,1.0,76.2,0.0,1.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
78.06,4.370207057868539,1.0,0.6931471805599453,78.06,4.370207057868539,78.06,4.370207057868539,1.0,78.06,0.0,1.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
107.9,4.690430029938915,1.0,0.6931471805599453,107.9,4.690430029938915,107.9,4.690430029938915,1.0,107.9,0.0,1.0,16.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
1.49,0.9122827104766162,1.0,0.6931471805599453,1.49,0.9122827104766162,1.49,0.9122827104766162,1.0,1.49,0.0,1.0,13.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
98.56,4.600760477499391,1.0,0.6931471805599453,98.56,4.600760477499391,98.56,4.600760477499391,1.0,98.56,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
59.21,4.097838451476356,1.0,0.6931471805599453,59.21,4.097838451476356,59.21,4.097838451476356,1.0,59.21,0.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
74.83,4.328493992712844,1.0,0.6931471805599453,74.83,4.328493992712844,74.83,4.328493992712844,1.0,74.83,0.0,1.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
6.47,2.010894999144726,1.0,0.6931471805599453,6.47,2.010894999144726,6.47,2.010894999144726,1.0,6.47,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
16.66,2.8713021951758138,1.0,0.6931471805599453,16.66,2.8713021951758138,16.66,2.8713021951758138,1.0,16.66,0.0,1.0,23.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
6.99,2.0781907597781832,1.0,0.6931471805599453,6.99,2.0781907597781832,6.99,2.0781907597781832,1.0,6.99,0.0,1.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
81.86,4.417152436649256,1.0,0.6931471805599453,81.86,4.417152436649256,81.86,4.417152436649256,1.0,81.86,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
6.31,1.9892432737616872,1.0,0.6931471805599453,6.31,1.9892432737616872,6.31,1.9892432737616872,1.0,6.31,0.0,1.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
3.29,1.4562867329399256,1.0,0.6931471805599453,3.29,1.4562867329399256,3.29,1.4562867329399256,1.0,3.29,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
821.37,6.712190415436319,1.0,0.6931471805599453,821.37,6.712190415436319,821.37,6.712190415436319,1.0,821.37,0.0,1.0,22.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
59.41,4.101154654150649,1.0,0.6931471805599453,59.41,4.101154654150649,59.41,4.101154654150649,1.0,59.41,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
22.65,3.1633631149379418,1.0,0.6931471805599453,22.65,3.1633631149379418,22.65,3.1633631149379418,1.0,22.65,0.0,1.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
17.72,2.929592471049446,1.0,0.6931471805599453,17.72,2.929592471049446,17.72,2.929592471049446,1.0,17.72,0.0,1.0,21.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
324.59,5.785638921126033,1.0,0.6931471805599453,324.59,5.785638921126033,324.59,5.785638921126033,1.0,324.59,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
60.65,4.121473229610353,1.0,0.6931471805599453,60.65,4.121473229610353,60.65,4.121473229610353,1.0,60.65,0.0,1.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
57.71,4.072610070076094,1.0,0.6931471805599453,57.71,4.072610070076094,57.71,4.072610070076094,1.0,57.71,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
1136.04,7.036183673430756,1.0,0.6931471805599453,1136.04,7.036183673430756,1136.04,7.036183673430756,1.0,1136.04,0.0,1.0,22.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
2.67,1.3001916620664788,1.0,0.6931471805599453,2.67,1.3001916620664788,2.67,1.3001916620664788,1.0,2.67,0.0,1.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
127.16,4.853279483320049,1.0,0.6931471805599453,127.16,4.853279483320049,127.16,4.853279483320049,1.0,127.16,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
93.01,4.543401159590459,1.0,0.6931471805599453,93.01,4.543401159590459,93.01,4.543401159590459,1.0,93.01,0.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
63.16,4.161379963558259,1.0,0.6931471805599453,63.16,4.161379963558259,63.16,4.161379963558259,1.0,63.16,0.0,1.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,LEGIT
96.01,4.574814065973192,1.0,0.6931471805599453,96.01,4.574814065973192,96.01,4.574814065973192,1.0,96.01,0.0,1.0,20.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
41.89,3.758638698528789,1.0,0.6931471805599453,41.89,3.758638698528789,41.89,3.758638698528789,1.0,41.89,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
749.36,6.620553091367207,1.0,0.6931471805599453,749.36,6.620553091367207,749.36,6.620553091367207,1.0,749.36,0.0,1.0,22.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
9.5,2.3513752571634776,1.0,0.6931471805599453,9.5,2.3513752571634776,9.5,2.3513752571634776,1.0,9.5,0.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,LEGIT
355.37,5.875969516969558,1.0,0.6931471805599453,355.37,5.875969516969558,355.37,5.875969516969558,1.0,355.37,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FRAUD_RISK
6.05,1.9530276168241771,1.0,0.6931471805599453,6.05,1.9530276168241771,6.05,1.9530276168241771,1.0,6.05,0.0,1.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
23.25,3.188416617383492,1.0,0.6931471805599453,23.25,3.188416617383492,23.25,3.188416617383492,1.0,23.25,0.0,1.0,22.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
915.78,6.820867530713798,1.0,0.6931471805599453,915.78,6.820867530713798,915.78,6.820867530713798,1.0,915.78,0.0,1.0,23.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,FRAUD_RISK
81.54,4.413283024324436,1.0,0.6931471805599453,81.54,4.413283024324436,81.54,4.413283024324436,1.0,81.54,0.0,1.0,21.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
221.94,5.406902676961478,1.0,0.6931471805599453,221.94,5.406902676961478,221.94,5.406902676961478,1.0,221.94,0.0,1.0,8.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,LEGIT
14.63,2.749192144433385,1.0,0.6931471805599453,14.63,2.749192144433385,14.63,2.749192144433385,1.0,14.63,0.0,1.0,20.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,LEGIT
